序号,note-text,length_dlut,positive_dlut,negative_dlut,anger_dlut,disgust_dlut,fear_dlut,good_dlut,sadness_dlut,surprise_dlut,happy_dlut
599,我觉得可以，娃写不出的时候，就让先看一下豆包写的，找点灵感，照抄我不同意，可以模仿，借鉴。,29,1,0,0,0,0,1,0,0,0
600,抄。抄了要背下来。好词好句的，慢慢就积累下来了。我家也是之前不会写，索性抄AI写的，抄多了作文水平就提升了。,38,0,0,0,0,0,0,0,0,0
601,我们六年级的时候每周的作文就是抄老师发的范文,13,1,0,0,0,0,1,0,0,0
602,她会自己找豆包让豆包帮她写，因为问我怎么写我也是问豆包！,22,0,0,0,0,0,0,0,0,0
603,多让孩子读书，现在电子产品多了孩子都静不下心读书,15,0,0,0,0,0,0,0,0,0
604,我小学作文全是抄的，日记也是,10,0,0,0,0,0,0,0,0,0
605,我怕孩子抄了会习惯 到时候更没有自己的思维 不肯用脑就想抄，遇上考试抄不了啥办,26,0,1,0,1,0,0,0,0,0
606,天下文章一大抄，抄完我要求他们会背,12,0,0,0,0,0,0,0,0,0
607,我一直以为只有我们3年级的在抄……,12,0,0,0,0,0,0,0,0,0
608,小时候最喜欢买作文书，每次写作文就把作文书翻出来东拼西凑～抄多了就变成自己的了，从小学抄到中学,27,1,1,0,1,0,1,0,0,0
609,天下文章一大抄，抄多了自然就知道怎么写了，至少我本人是这样，所以我现在是想明白了，放过自己放过娃，已经开始ai了。,38,1,0,0,0,0,0,0,0,1
610,鲁迅说过：天下文章一大抄，看谁抄得妙！,15,0,0,0,0,0,0,0,0,0
611,我们是给pad，读在备忘录里，我用AI改,13,0,0,0,0,0,0,0,0,0
612,抄啊我嫌他慢，我自己搜发给她超。,14,0,0,0,0,0,0,0,0,0
613,老师是不允许抄的。娃很坚决的说！,13,1,0,0,0,0,1,0,0,0
614,自己写篇草稿，拍给AI修改 ，再抄到作业本。几个月下来已经越来越会写了，有思路会描述细节，比我教他她省心太多了,38,1,0,0,0,0,1,0,0,0
615,天下文章一大抄，抄这抄着也要自己学会灵活运用,14,0,0,0,0,0,0,0,0,0
616,我家六年级了，一样不会写，我用平板里的文档，孩子直接语音转文字，写完了，我复制去豆包修改错别字和标点符号，别的我不改，他语音的时候也会注意用作文体来说，所以完成后，没必要修改。,57,1,2,0,2,0,1,0,0,0
617,去年也是写的磨磨唧唧，实在想不出结尾，ds帮忙了。,16,1,0,0,0,0,1,0,0,0
618,让AI编再自己改一下，再让女儿抄,11,0,0,0,0,0,0,0,0,0
619,一二年级抄就抄吧，三年级以后就别了，不建议背范文，平时多积累摘抄，名家大作加强阅读，好的段落抄下来，一天两百字，且背诵，我们就这么练得，不要依赖ai，小学阶段可以糊弄，中考呢高考呢，要有自己的思考和观察，否则遇到陌生题目脑子里没有素材也是白瞎，语文是长期积累过程，最好不要投机取巧，尤其现在考试都很灵活，评论区里说背范文中考近满分的听听就行了，她肯定不仅仅背范文,113,7,2,0,2,0,7,0,0,0
620,抄抄怕什么，小时候暑假我们老师要求一天一篇日记，哪来那么多事写，天天除了吃就是睡，买了几本作文书，东拼西凑呗，奇怪的是，后来语文成了强项,40,0,1,0,1,0,0,0,0,0
621,抄啊。天下文章一大抄。抄的多了自然就会写了。我们以前哪有这条件。,24,1,0,0,0,0,0,0,0,1
622,天下作文一大抄，咱也没想成为作家，背下来的就是自己的,16,0,0,0,0,0,0,0,0,0
623,抄。昨天刚抄完,5,0,0,0,0,0,0,0,0,0
624,AI的时代，不用就浪费了。我家六年级了，也是自己给豆包输入想写的习作内容，看完一遍不合适地方让豆包修改。我对她的要求是抄没问题，但是抄完得背出来。其实就是背好词好句一样的，背出来就变成自己的了，考试时候能把这篇背的文章八九不离十的写出来那就是高分。,82,1,1,0,1,0,1,0,0,0
625,熟读唐诗三百首，不会吟诗也会偷,9,0,0,0,0,0,0,0,0,0
626,抄！一开始模仿也是一种学习！！小时候一大本作文书，这里抄抄，那里抄抄，给孩子准备了作文书，平时日记ai写，但是我告诉她你要边写边记，把ai的好词好句成为你自己的。每周作文就她先写大框架，我让ai丰富一点，然后抄！,74,2,0,0,0,0,2,0,0,0
627,我们现在四年级，从一开始就用ai，现在基本套路都学得差不多了，作文自己随便写写也是优秀作文。而且从来不会觉得自己没什么可写的。我觉得还是要怎么用ai，作文绝对不是单纯抄。,51,1,2,0,2,0,1,0,0,0
628,我儿子五年级了，都是抄范文，也不知道以后怎么办，估计要是让他自己写，写不出来什么东西吧，可是老师又告诉我他会写作业，我表示很疑问,44,1,1,0,1,0,1,0,0,0
629,原来还可以AI,4,1,0,0,0,0,0,0,1,0
630,我都是让她翻作文书、思考，先自己写出来，然后豆包批改润色,19,1,0,0,0,0,1,0,0,0
631,这个方法不错呢，写的过程就记住了,11,1,0,0,0,0,1,0,0,0
632,一般都是自己写的和ai结合，改得特别好，哈哈哈。,17,0,0,0,0,0,0,0,0,0
633,我觉得还是不要一开始就抄 失去了动脑思考的这个过程 可以先写 家长再修改（这个时候是可以借鉴AI和各种资料） 然后再给娃看 讲一下,43,1,1,0,0,0,1,1,0,0
634,抄着抄着就会了，开始永远比完美更重要,14,2,0,0,0,0,2,0,0,0
635,本来就是抄，都是学习，就像那些成语例句，那些反问句排比句啥的全都是从模仿开始，语文的学习都是从模仿开始，学字写字也是模仿啊,38,2,0,0,0,0,2,0,0,0
636,我们抄ai要3小时,6,0,0,0,0,0,0,0,0,0
637,抄肯定是要抄的，但还是得多读些课文书。,15,1,0,0,0,0,1,0,0,0
638,我5年级刚骂过抄作文，你们就说可以抄,14,0,0,0,0,0,0,0,0,0
639,我的也是小红书搜，反正考试30分能25分以上。,15,0,0,0,0,0,0,0,0,0
640,天下文章一大抄，我们以前也是买各种作文书模仿写作，写着写着就有自己的风格了,26,0,0,0,0,0,0,0,0,0
641,一年级抄到现在，作文很牛,7,0,0,0,0,0,0,0,0,0
642,我们也抄，不过是我会找范文给他们看，让他们修改模仿,17,1,1,0,1,0,1,0,0,0
643,我小时候是一堆作文书，三四年级看小学的，四下开始看初中的，然后我写完我爸给我改，改完再抄上去，就这样，作文一直是强项，高中也就最多扣4分是极限了，还行，但我娃不太行,58,0,0,0,0,0,0,0,0,0
644,我们现在4年级作文也是全靠抄aⅰ或者小红书找范文。到期末老师复习时也会给个大概范围，考试基本上也能应付。,34,1,1,0,1,0,1,0,0,0
645,我小学写作文就是超作文大全,7,0,0,0,0,0,0,0,0,0
646,我家三年级，我给她说，可以抄，抄完得背会，下次遇到同样的得会写,22,0,0,0,0,0,0,0,0,0
647,可以先自己口述，用微信语音翻译成文字再喂给Ai润色一下,15,1,0,0,0,0,1,0,0,0
648,完全不抄，自己写。,6,0,0,0,0,0,0,0,0,0
649,我小时候写作文也确实是经常翻作文大全抄，也不是直接照抄，某写句子抄，或者改一改表述抄，就是借鉴，其实也是积累的过程，抄完能背下来最好。初高中以后慢慢就会写了。,49,4,1,0,1,0,4,0,0,0
650,平时小练笔，在家自己写一写，然后AI润色后抄一遍。每次都当范文读。总是担心害怕他平时考试不会写。,31,2,2,0,1,1,2,0,0,0
651,我小时候都是我妈给我写 我来抄的 后面语文一直很好 从小到大的语文课代表,24,0,0,0,0,0,0,0,0,0
652,当然那可以呀，小时候就是各种抄，抄多了才有感觉能写出来自己的,20,0,0,0,0,0,0,0,0,0
653,现在围棋选手都跟AI学…,8,0,0,0,0,0,0,0,0,0
654,我们直接背范文，然后我跟儿子说你背出来要会运用，然后默写出来，就是你自己写的，不算抄，我觉得能默写出来就是自己的，不算抄。天天那么多作业，别浪费时间了，多背几篇，就会自己写了。,60,1,0,0,0,0,1,0,0,0
655,我从小学五年级就自行学会了仿写作文书里的优秀作文，真就看一遍就能脱稿自己一口气编出来。这个模式一直到高考，语文都是班里排前的，上了211。不是有句话？熟读唐诗三百首，不会吟来也会偷。不过要尽量避免对着书/AI一字一句抄，形成思维惯性，等着喂。,76,1,2,0,2,0,1,0,0,0
656,我是感谢豆包。,5,1,0,0,0,0,1,0,0,0
657,我们直接抄，抄完背下来,7,0,0,0,0,0,0,0,0,0
658,我说她写,4,0,0,0,0,0,0,0,0,0
659,暑期老师让写四篇作文没写。开学一晚上让补。急得娃抓耳挠腮的。最后没办法，我和她一起写了。第一篇自己写的，最后时间晚了，没办法就我口述她抄。平时看的叫叫阅读不少，也是能写的。,63,0,1,0,1,0,0,0,0,0
660,抄，我买书给我儿子抄，天下作文一半抄,14,0,0,0,0,0,0,0,0,0
661,我家也抄，不然太磨叽了，还容易打回重写,14,0,0,0,0,0,0,0,0,0
662,有用就抄啊,4,0,0,0,0,0,0,0,0,0
663,天下文章一大抄,4,0,0,0,0,0,0,0,0,0
664,我儿子也是，现在作文都自己用ai修改了给我看,16,0,0,0,0,0,0,0,0,0
665,必须抄！我小时候不会写作文就是抄范文，现在有了ai省事多了,18,3,0,0,0,0,3,0,0,0
666,我们是先看范文，然后自己写，写完之后Ai修改，修改完之后自己誊一遍，交给老师，通过之后老师会让再誊在学校发的作文纸上，这几遍下来也记得七七八八了。去年老师还让他在班会上分享了自己的写作方法，期末家长会老师也鼓励家长用Ai帮学生修改，不然有些作文交上去，老师都无从下手,82,2,1,0,0,0,1,1,0,1
667,有句话怎么说来着…天下文章一大抄，就看你会抄不会抄…,19,0,0,0,0,0,0,0,0,0
668,我觉得这就跟我们小时候抄范文一样，现在语文学好也讲究多阅读，其实在用AI写作的过程中，写一些好句子，虽然不是自己的，但是自己写多了就记住了，也会成为自己的。,53,3,1,0,1,0,3,0,0,0
669,古语有云：“熟读唐诗三百首，不会吟时也会偷。”～,16,0,0,0,0,0,0,0,0,0
670,以前我根据他想写的内容帮他写，累死累活，暑假起我让AI根据他想写的内容帮他写，轻松多了，不知道能不能有进步,39,2,0,0,0,0,1,0,0,1
671,抄，不然半天憋不出来一句话,9,0,0,0,0,0,0,0,0,0
672,我姑娘先写，写完我改，觉得还不好的ai修，最后抄一遍,19,0,1,0,1,0,0,0,0,0
673,我也是，她像领导一样口述，我像个下属在记录,16,0,0,0,0,0,0,0,0,0
674,我小时候作文就是抄作文书的，考试作文都在中上,14,0,0,0,0,0,0,0,0,0
675,我们是送出去学，完全不用管了，基础在学校学得蛮扎实，作文阅读理解在外面上课,23,2,0,0,0,0,2,0,0,0
676,关键是学一下AI的思路框架，和怎么往里面填充语句和案例,16,0,0,0,0,0,0,0,0,0
677,我家刚三年级也不会写作文，憋三四个小时，睡觉时间都没了还写不完，我就让他找AI，然后自己修改，第二个学期时不时的就能自己写几个了。现在准备让他调整方案换成自己写AI改。,53,0,0,0,0,0,0,0,0,0
678,我们从仿写范文，到现在让ai出结构，慢慢就掌握了一些写作文方法，现在能独立写作文了，ai确实比我这个当妈的厉害,34,2,1,0,0,1,2,0,0,0
679,应试教育的作文无所谓啊，到了高中也是千篇一律的,13,0,1,0,1,0,0,0,0,0
680,抄！自己半天也写不完，抄完后单元练习卷会出一篇一模一样的作文，她自己能默出来,23,0,0,0,0,0,0,0,0,0
681,以前我们上作文课，娃拿着初稿作文回来，都是我带着他一句一句改，累死个人。后来不上作文班了，ai出来了,34,0,0,0,0,0,0,0,0,0
682,起码你们抄了，能记住，语文也能进步，我们是抄了也不会,19,1,0,0,0,0,1,0,0,0
683,我家六年级，不会写的时候我鼓励他网上找范例看几个，然后关了自己写。遇到形式主义的作文直接让豆包给他生成一个现抄。,35,1,0,0,0,0,1,0,0,0
684,这就是个好办法啊。比老师写得好,12,0,0,0,0,0,0,0,0,0
685,我们也一直抄，让孩子带着脑子抄，与其自己写干巴巴流水账，不如认真抄一篇高分作文，初中三年语文中考127.5,30,2,1,0,1,0,2,0,0,0
686,天下作文一大抄，抄多了会背了就是自己的了,14,0,0,0,0,0,0,0,0,0
687,多抄多背总比自己挤有点用的，写的多了就成自己的了，学会融会贯通举一反三,24,2,0,0,0,0,2,0,0,0
688,三个小时算什么，我们昨天一下午，昨天一晚上，今天半上午，现在都还没写出来一篇,23,0,0,0,0,0,0,0,0,0
689,我家写作文快，但是句子不通顺，缺主语还不肯修改,14,1,0,0,0,0,1,0,0,0
690,抄完了背一背就行，除非娃特别热爱写作,14,1,0,0,0,0,1,0,0,0
691,一样四年级，作文抄豆包，很和谐,9,1,0,0,0,0,1,0,0,0
692,豆包现在是我的秘书，不管辅导孩子作业还是办公写什么公文类，都是我的好助手,23,0,0,0,0,0,0,0,0,0
693,只要能写出来，管他是照Ai还是豆包，考试作文分可以是预期就行。现在只要分数够就行了,26,0,0,0,0,0,0,0,0,0
694,我小时候一个同学也喜欢抄作文，抄着抄着结果后面自己就能写出不错的作文呢,23,2,0,0,0,0,2,0,0,0
695,老师布置的作业我都是把要求发给给ai，让它把大纲做出来，每一步要怎么去写，最后再给我几篇例文，每次孩子都这么做的,40,0,0,0,0,0,0,0,0,0
696,一开始让AI写，后面自己列提纲，给AI下指令，再后面扩充提纲，细化指令，现在他自己写也不难，还能写挺好,36,0,0,0,0,0,0,0,0,0
697,我都是让小孩先写，然后用AI润色，再抄AI润色过的,18,2,0,0,0,0,2,0,0,0
698,我家不敢抄，说他自己不可能写出那种水平。,13,0,0,0,0,0,0,0,0,0
699,改了润色的文章也要被扣两三分，怎样能做到扣一分以内,15,1,0,0,0,0,1,0,0,0
700,我们写完ai 润色。学校也是ai判作文,13,1,0,0,0,0,1,0,0,0
701,其实我觉得可以，像我小时候不会写作文，没有华丽的词藻，缺乏想象力，就自己看书摘抄好词好句，写作文的时候就东拼西凑的用上，最大的梦想就是买一本作文书参考。,45,2,2,0,2,0,2,0,0,0
702,他先写，也够豆包改一下完善好啦，让他背下来，,17,1,0,0,0,0,1,0,0,0
703,"一直ai,然后修改。",6,0,0,0,0,0,0,0,0,0
704,我们是可以参考不能完全照抄,7,0,0,0,0,0,0,0,0,0
705,其实补习作文也是写了作文后老师批改反覆修改，一篇作文写3-4遍，最后背下来应付考试,26,1,1,0,1,0,1,0,0,0
706,我儿子是自己先打草稿，然后拍照让豆包修改。他再抄,16,0,0,0,0,0,0,0,0,0
707,豆包用起来呀,4,1,0,0,0,0,0,0,0,1
708,之前没ai 就背范文，有ai更方便呀，抄了会背就行。,21,1,0,0,0,0,1,0,0,0
709,会ai，仿写，三年级小朋友还是倾向口语化,10,1,0,0,0,0,1,0,0,0
710,我儿子老师都鼓励我们用AI润色了，我都惊了。不过我们昨天一起试了下，我让我儿子写了之后给改作文软件批改，批改之后AI给了修改意见，修改之后又喂给AI润色，润色完就让他抄了。我也不知道这样对不对，反正我是轻松多了。,74,4,1,0,1,0,3,0,0,1
711,让他先写，再用AI修改，修改会告诉你结构啊语言啊有什么问题，然后再和小孩说，慢慢来。一直光抄肯定不行啊,34,1,1,0,0,0,1,1,0,0
712,抄啊  一直抄  抄到学校现场比赛 拿年级第一,16,0,0,0,0,0,0,0,0,0
713,我们也是ai,4,0,0,0,0,0,0,0,0,0
714,他考试能记下来抄过的作文段落并且能得高分，说明他记住了，那，这些好词好句以后就是他自己的了,28,0,0,0,0,0,0,0,0,0
715,先输入才有输出,5,0,0,0,0,0,0,0,0,0
716,这娃学习能力可以啊,5,1,0,0,0,0,1,0,0,0
717,六年级还在抄,4,0,0,0,0,0,0,0,0,0
718,抄,1,0,0,0,0,0,0,0,0,0
719,思路给到豆包，然后背下来默写就变成自己的了,13,0,0,0,0,0,0,0,0,0
720,天下文章一大抄，看你会抄不会抄,11,0,0,0,0,0,0,0,0,0
721,确实，很有用，要好好利用，而不是无脑抄,13,1,1,0,1,0,1,0,0,0
722,周末愉快，开心,4,2,1,0,1,0,0,0,0,2
723,我家作文都是我写好后直接给他抄，然后让娃反复读争取能背下来。,22,0,0,0,0,0,0,0,0,0
724,你让ai修改后输出指导手册,8,1,0,0,0,0,1,0,0,0
725,我让她口述在日记软件上再用ai修改。口述可以讲很多，速度也比较快。,23,0,0,0,0,0,0,0,0,0
726,但是ai的句子读起来人机感好强 每次想抄都下不去手 最后作文都是自己写完给娃抄,27,1,0,0,0,0,0,0,0,1
727,"四年级本周末第一篇作文，昨天娃华丽丽的烧到39.5,今天还38,明天能上学吗？还用写吗！",28,1,0,0,0,0,1,0,0,0
728,学习,1,1,0,0,0,0,1,0,0,0
729,自己写完让AI批改，然后对照着修改,11,0,0,0,0,0,0,0,0,0
730,我小学三年级是我姐口述我写。我姐口述的太好了也许是我太有天赋后来老师让我参加市作文比赛。然而作文没有获奖。不过从此我的作文一直写的很好。,42,1,1,0,1,0,1,0,0,0
731,我家是提前自己写，让ai批改，再看看是否需要润色修改下，整体不变。,21,1,0,0,0,0,1,0,0,0
732,每次都是找几篇范文让她拼凑，如果按照老师说的先打草稿家长修改再誊抄，好几个小时没了，伤不起,28,1,0,0,0,0,1,0,0,0
733,全靠ai了,3,0,0,0,0,0,0,0,0,0
734,猜猜他是谁，我女儿喊她写“外貌”概括，她直接把外貌两个字给你写前面，“性格”也是，,32,0,0,0,0,0,0,0,0,0
735,怎么说呢 其实可以抄 但是抄完了要有悟性 要把ai的知识拿到自己的小脑袋瓜里 哈哈哈  评论区的家长们看看这里的每日摘抄,41,2,0,0,0,0,2,0,0,0
736,有什么问题，本来就是天下一大抄，能记下来就是自己写的,16,0,0,0,0,0,0,0,0,0
737,一开始要过关 家长不帮忙不可能 但不能为抄而抄 有思考地抄 量够了后再随着年龄增长就知道咋写了,34,1,0,0,0,0,0,0,0,1
738,抄，记住的多了，考试的时候缝合一下也能拿个不错的分数。,20,1,0,0,0,0,1,0,0,0
739,有小伙伴一起学ai大模型和python吗，.我是小白,15,0,0,0,0,0,0,0,0,0
740,现在都是在学校完成！做完作业回家！挺好！,13,0,0,0,0,0,0,0,0,0
741,我家孩子已经把ai训练的很像自己了，完全就是他的口吻了,18,0,0,0,0,0,0,0,0,0
742,我家小时候看书多，我说你实在写不出来小酒借用，或者编，这个作文小说，日记，就是编出来的，但纯抄不行,33,1,1,0,0,0,1,1,0,0
743,自欺欺人，滥用AI！,5,0,2,0,2,0,0,0,0,0
744,真的还能这样吗？只能说你家孩子不是无脑抄吧，应该大多用Ai的娃这样做只会越来越依赖，任何越来越差。,31,0,2,0,2,0,0,0,0,0
745,天下文章一大抄，多抄抄也能学会很多写作技巧,12,0,0,0,0,0,0,0,0,0
746,怎么说呢 其实可以抄 但是抄完了要有悟性 要把ai的知识拿到自己的小脑袋瓜里 哈哈哈,29,2,0,0,0,0,2,0,0,0
747,我娃老师直接就让抄,5,0,0,0,0,0,0,0,0,0
748,熟读唐诗三百首，不会吟诗也会偷,9,0,0,0,0,0,0,0,0,0
749,抄啊，谁不是靠抄作文起家的,10,0,1,0,1,0,0,0,0,0
750,抄都得抄2小时，我儿子110分钟写128个字，不抄怎么办,18,0,0,0,0,0,0,0,0,0
751,不会写就抄啊，我自己以前是这样，我教我儿子也是这样，多看别人写的，多抄，到考试就最起码不会头脑一片空白。我儿子刚上七年级，语文到六年级为止经常都是99，99.5分,52,0,0,0,0,0,0,0,0,0
752,抄啊，不就跟以前背范文一样吗,11,1,0,0,0,0,1,0,0,0
753,ai润色后写上去,4,1,0,0,0,0,1,0,0,0
754,要不怎么说天下文章一大抄,7,0,0,0,0,0,0,0,0,0
755,作文本来就要借鉴别人好的，不然根本不会写,12,2,0,0,0,0,2,0,0,0
756,难道写不出来也不借助工具书和工具，就坐那里不停地说不会写吗,19,1,0,0,0,0,1,0,0,0
757,自己录音打草稿，豆包改，然后抄，那也要40分钟，太磨叽,18,0,0,0,0,0,0,0,0,0
758,天下作文一大抄，自己闭门造车能有啥进步。成绩都提升了大舅继续呗,19,1,1,0,1,0,1,0,0,0
759,我们小时候抄好词好句，背范文不也是一样的，我家也是自己先写，然后我再点几个要求，用AI改一下，再把AI的和自己的拼凑一下,40,1,0,0,0,0,1,0,0,0
760,没抄，他口述我会引导然后帮他稍微改一下再写。同学是老师说可以用下豆包会好不少，确实好很多，毕竟那些表达别说他想不出来，我都做不到这程度，读书时代我语文成绩一直优秀靠前那种…然后她说先留点余地让老师也有得改…关键好像老师也不太喜欢学生直接用ai,80,3,0,0,0,0,3,0,0,0
761,没抄过，我带着孩子口述整理思路，列提纲，然后扩写，我给她改，改完她再抄一遍,27,0,0,0,0,0,0,0,0,0
762,写文章都是从模仿开始，我觉得没什么问题,10,0,0,0,0,0,0,0,0,0
763,实话说了吧，每次都交给ai,9,1,0,0,0,0,1,0,0,0
764,我觉得很正常，作文题目就很脱离现实。我小学的时候要写最难忘的一件事情，就是那种别人帮助我，我帮助别人，才能得高分。这件事情非常难发生。我以前都是背百度的，现在出了更好的AI使用也很正常。我长这么大就初中的时候有过一件类似同学帮助了一位老奶奶，然后是全校表扬了。,83,5,0,0,0,0,5,0,0,0
765,虽然老师对孩子的要求太高导致现在的家长学生应对方式层出不穷，而我家还是坚持走老套路教育，自己做，做不出就想，想不出就去查，搞出一篇垃圾文章我再改都可以。我只改句子，不改提纲，不改词语，我只把不通顺的句子改了。最后写出啥样就是啥样，觉得不称心的话推翻重来。,82,3,0,0,0,0,3,0,0,0
766,孩子问我，我也没思路我就问AI，然后用AI给出的思路辅导孩子，用自己的话写出来。我绝对不会让孩子抄AI。但是孩子明确知道AI可以写作文（不是我告诉的），现在还小没有手机和电脑，以后恐怕是早晚的事情。,65,0,1,0,1,0,0,0,0,0
767,另外很重要的一点，现在的小孩很可怜很可怜，几乎没有生活的，在学校连下课午休出去玩和扎堆聊聊天的机会也没有，放学也是家长匆匆忙忙接回家各忙各的。想交朋友聊聊天都得在厕所里进行，同一个小区的同班同学一星期里能有一次放学一起走回家都欢天喜地了，那么可怜贫乏的生活里他们能积累什么素材啊。作为妈妈我只求小孩能尽早睡觉，用什么手段应付作业都可以，作文也可以fake it until make it，抄着抄着也能学会编的。我看看我们老师批改作文的水平，她们也就想要那种油腻恶俗的套路作文，不值得让小孩亲自花时间去应付的，情愿把她的精力留给更值得的事情，比如阅读（家长要把关阅读的素材）和出去玩……,180,8,5,0,5,0,6,0,0,2
768,看评论区一些支持AI的不知道说什么……作为大学生也会用AI写写水课作业和报告，但是谁会指望AI写论文呢，最多提供个框架。小学写作文不就是为了培养小孩语言表达能力和思维能力呢，文学素养这个东西因人而异，要锻炼小孩就是要这个自己思考的过程啊，想写得好应该多阅读多积累，用AI以后最基本的逻辑都不一定有，难怪很多小孩上网发言颠三倒四牛头不对马嘴的,101,3,2,0,2,0,3,0,0,0
769,我感觉现在有几个平台的ai写这种“新时代八股文”还挺好用的，认识的做语文教培的老师已经在教学生和家长怎么用ai学习写作了（这个老师是某省会城市中小学教培头部，全市前十有一半都是她教的），ai用的好可以强化结构意识，学会更多句型，把它当一个工具用就好了，不用太谈ai色变,87,1,0,0,0,0,1,0,0,0
770,六年级的普娃儿家长说几句心里话：四年级之前我也是尝试引导孩子原创，一上午磨一篇文章出来，可是自己再怎么写也比不过直接抄的孩子，这个过程中不说全部老师至少部分老师的导向性有没有问题？老师是否有功利性？要求这么小的孩子就要写出完美的“油腻”文章？班级选的范文从用词到架构到思想，套路满满，而且布置作业的时间完全不允许孩子原创，今晚布置明天上午就交，孩子那么多作业如何原创？还有那些编教材的，考虑过小学生的正常脑发育吗？搞一些什么题目？考试的评分标准也完全不给原创普娃儿活路啊，到后来我干脆让他去抄，本985理工科毕业，曾经高考全省190名的妈妈放弃了辅导作文,167,3,2,0,2,0,3,0,0,1
771,ai写的又如何，套到考试照样高分,11,0,0,0,0,0,0,0,0,0
772,我们语文老师 ，让我们回家多看看小红书，把里面作文让孩子背住 。下次孩子就知道怎么写了。,28,0,0,0,0,0,0,0,0,0
773,评论区一堆人搞不清重点，没人反对禁止ai，用ai给思路理框架运用好这个工具当然没问题，关键是怕小孩投机取巧直接输个题目生成然后原封不动抄下来。。。在第一时间给出答案的ai面前有多少孩子还能只把ai当成工具老老实实自己动脑子，不要说小孩了，大人都拒绝不了,73,1,3,0,2,1,1,0,0,0
774,想请教一个问题，老师要求孩子每天的作业家长都要签字，家长只签一个“家长：杨”这样，没签全名，老师会生气吗？如果生气，是为什么呢？,41,1,2,0,2,0,1,0,0,0
775,你猜我为什么带孩子出国读书？,9,0,0,0,0,0,0,0,0,0
776,小朋友四年级，禁止用AI写任何老师布置或则我布置的作业。但可以学习用AI做其他非学科类东东。所以用不用AI作弊，还是看家长教育理念！,41,2,1,0,1,0,2,0,0,0
777,我女儿的语文老师就要求开头套句式，我反正是不能理解这种写作手法，连起码的逻辑都没有，都是词句的堆砌。但是我女儿坚持要这样套，说老师说不套句式就得不到高分,49,2,1,0,1,0,2,0,0,0
778,这个标准ai，豆包写的，风格很明显,11,1,0,0,0,0,1,0,0,0
779,一楼符合我对…的刻板印象,8,0,1,0,1,0,0,0,0,0
780,这篇作文，整体还没有用ai抄。,10,0,0,0,0,0,0,0,0,0
781,其实 中等生 学困生写作有困难的抄就抄吧，就当积累点过程，抄了他也能从中学到一些表达  有输入才有输出,37,1,1,0,0,1,1,0,0,0
782,啊，同四年级，那我最近是问孩子你想写什么，哪几件事，想写哪些内容，主旨是什么。然后输入 Ai 生成六七篇作文，让孩子看一看。看完之后全部删掉。再让他自己根据自己的想法在手机上写出来，改好错别字。然后再抄到作文本上。。。这样行麽,78,0,1,0,1,0,0,0,0,0
783,根本原因不是老师不愿批改孩子当场写的作文，全都让带回去让家长辅吗,18,0,1,0,1,0,0,0,0,0
784,很正常，ai肯定要用的啊,8,1,0,0,0,0,1,0,0,0
785,三年级孩子，自己写的作文被老师打回来重写两次，写的没信心了，只能借助AI，套用格式，在这个基础上具体内容再自己修改，终于能一次通过了,41,3,0,0,0,0,2,0,0,1
786,学校还教呢,3,0,0,0,0,0,0,0,0,0
787,"你们家就是娃自己写,我给改改错别字，大体构架他自己写，没有大的问题老师给的分也挺高。老师说这么大的孩子怎么可能写出那么深刻的东西，只能是他们认知里的世界，所以只要写的结构，语句没问题就是28左右，写的好一些，就是30。挺好。有些学校都是爸爸妈妈改，然后写成冰心杯的水平。我不知道这有啥意义。我们家就让他自己写，老师也鼓励孩子们，不会给低分打击他们，挺好。慢慢自己就会写了。",126,2,2,0,1,0,2,1,0,0
788,我老公论文也借助ai这没什么吧，工具的出现就是为了帮助人类减轻负担啊,19,2,0,0,0,0,2,0,0,0
789,小学很多 没办法家长孩子图省事啊,10,1,0,0,0,0,1,0,0,0
790,我是三年级的家长，现在老师要求的作文基本是父母写孩子抄一下。这没关系，我写得好，孩子背下来，以后自然也会了。于是我写了，我还自以为是的用一些孩子气的遣词造句，大白话就是写得没有特别好，控制了自己的发挥。结果被老师修改得面目全非。于是我尽情发挥，使出毕生所学，才有优！才三年级，我已经不得不用chatpgt了，描写花，描写公园，描写同学，300多字……我是三年级的黔驴,112,3,2,0,1,0,1,1,0,2
791,五年级，已经发现了，AI用得比我还溜，还说KIMI比豆包好用。不过我是不让他写作文的时候用AI照抄的，但可以用AI提供灵感,40,0,1,0,1,0,0,0,0,0
792,我们初中的时候，语文老师让我们自习当堂写,12,0,0,0,0,0,0,0,0,0
793,现在三年级作文要求也太高了,8,0,0,0,0,0,0,0,0,0
794,我不知道该怎么办。五年级了，写不合格就重写，孩子提不起笔，已经流水账都记不出来了。本学期所有作文都是我代笔，她抄上去。昨天最后一篇作文，我真的绷不住，骂了孩子。我说哪怕是流水账，你能说出来点也可以。然而没有，就是沉默。例文给找了，思路给讲了，分段也讲了。。一个字写不出,92,1,0,0,0,0,1,0,0,0
795,Ai修改过两次，我家的孩子说修改后压根不是他想表达的意思，而且没有感情，虽然语句华丽，所以后来再也没用过了,32,1,1,0,1,0,1,0,0,0
796,"跟家长说呗 家长如果认可 老师没必要管 
而且抄ai和抄xes改好的有什么区别呢 班里一小半都是机构改完抄上去的 我们一直生成好几篇 让孩子选着借鉴的 我们校内语文作文太油腻化 反不注重逻辑 碰到这种教研组家长也没办法",68,4,1,0,1,0,4,0,0,0
